	sentence	v	a	d
8245	north	5.7	2.2	5.0
8246	northbound	5.4	4.8	5.7
8247	northeast	5.5	3.6	5.9
8248	northern	5.6	3.2	5.1
8249	northwest	5.8	2.7	4.9
8250	northwestern	5.4	3.0	5.1
8251	nose	5.5	3.1	4.6
8252	nosebleed	3.2	5.3	3.5
8253	nostalgia	6.6	4.4	5.4
8254	nostalgic	6.7	4.4	5.0
8255	nostril	3.6	3.4	4.6
8256	nosy	3.1	4.6	5.0
8257	notable	6.0	3.4	6.2
8258	notary	5.4	3.2	5.5
8259	notch	5.3	3.0	4.8
8260	note	5.8	3.3	5.3
8261	notebook	6.0	3.6	6.1
8262	nothingness	2.8	3.2	3.2
8263	notice	5.9	3.4	5.1
8264	noticeable	5.9	4.2	5.8
8265	notification	5.2	4.5	5.1
8266	notify	4.9	3.1	5.7
8267	notion	5.9	4.2	5.4
8268	notoriety	5.7	5.2	5.8
8269	notorious	4.2	4.7	5.2
8270	noun	5.2	2.4	5.3
8271	nourish	7.5	3.8	7.1
8272	nourishment	7.4	3.1	6.0
8273	nouveau	5.9	3.1	4.8
8274	novel	5.7	3.4	5.1
8275	novelist	6.1	4.0	6.3
8276	novelty	5.8	5.0	5.5
8277	novice	5.1	4.0	5.6
8278	nuance	5.5	4.6	4.6
8279	nuclear	4.3	7.3	4.1
8280	nucleus	5.6	3.6	4.3
8281	nude	6.1	5.9	6.0
8282	nudge	5.7	4.3	5.0
8283	nudie	4.5	6.0	4.5
8284	nudist	6.0	6.0	5.0
8285	nudity	6.5	6.2	5.3
8286	nugget	6.3	3.3	4.9
8287	nuisance	3.0	4.7	3.8
8288	nuke	3.7	5.0	3.3
8289		4.3	3.0	4.5
8290	numb	3.8	2.5	4.0
8291	number	5.6	3.5	6.1
8292	numbskull	3.6	4.0	4.3
8293	numerical	5.0	2.8	5.4
8294	numerous	5.4	3.4	6.2
8295	nun	5.8	2.4	4.5
8296	nunchucks	5.7	4.7	5.8
8297	nunnery	4.2	2.8	4.8
8298	nuptials	5.6	4.6	5.7
8299	nurse	5.4	4.6	5.6
8300	nursemaid	5.4	3.8	5.2
8301	nursery	6.1	4.3	4.9
8302	nursing	6.4	3.6	5.0
8303	nurture	7.1	4.1	6.3
8304	nut	5.4	4.2	4.6
8305	nutcase	2.8	3.8	3.4
8306	nutcracker	5.4	4.8	6.0
8307	nuthouse	3.4	4.3	3.4
8308	nutmeg	5.8	3.2	6.0
8309	nutrition	6.9	4.5	6.5
8310	nutritional	6.8	3.4	5.7
8311	nutritious	7.1	4.4	7.3
8312	nutshell	5.0	4.0	5.7
8313	nutty	5.4	4.7	5.3
8314	nylon	4.9	3.6	5.2
8315	nylong	5.0	4.2	4.7
8316	nylons	5.5	3.1	5.0
8317	nymph	5.4	5.3	4.5
8318	nymphomaniac	5.0	5.2	4.5
8319	O'Doul's	4.5	2.7	5.4
8320	oaf	3.5	3.0	4.0
8321	oak	6.5	2.6	5.9
8322	oar	5.2	2.7	6.4
8323	oasis	8.0	5.0	5.7
8324	oat	5.7	2.8	5.3
8325	oath	6.4	4.0	6.5
8326	oatmeal	5.5	3.1	5.6
8327	obedience	4.6	3.3	4.1
8328	obedient	6.0	2.8	4.7
8329	obese	2.3	4.0	4.2
8330	obesity	2.8	4.6	4.6
8331	obey	5.1	4.1	4.4
8332	obituary	3.1	5.0	3.4
8333	object	5.5	4.1	5.9
8334	objection	3.8	4.5	4.2
8335	objective	5.6	4.4	6.5
8336	objectivity	5.6	4.1	7.0
8337	obligation	4.7	5.8	5.4
8338	obligatory	3.9	3.6	3.9
8339	oblige	5.2	3.7	5.1
8340	oblique	4.6	3.2	5.6
8341	oblivion	4.0	4.4	4.9
8342	oblivious	4.5	3.5	3.8
8343	obnoxious	2.8	6.0	4.1
8344	obscene	3.1	5.2	4.6
8345	obscenity	3.4	6.1	4.4
8346	obscure	5.2	3.1	4.5
8347	obscurity	4.6	3.3	3.9
8348	observant	6.4	4.0	6.0
8349	observation	5.6	3.2	6.0
8350	observatory	5.4	4.6	6.0
8351	observe	5.3	4.2	5.9
8352	observer	5.0	4.5	6.1
8353	obsess	3.2	5.0	4.1
8354	obsessed	4.9	4.5	5.8
8355	obsession	4.4	5.6	4.2
8356	obsessive	3.4	6.1	4.0
8357	obsolete	3.5	3.3	3.6
8358	obstacle	4.4	4.6	4.1
8359	obstinate	3.8	4.4	4.9
8360	obstruct	3.6	4.3	4.7
8361	obstruction	3.8	3.7	3.5
8362	obtain	5.1	3.7	6.7
8363	obvious	5.3	3.6	6.5
8364	occasion	6.4	4.8	5.5
8365	occasional	5.5	2.4	4.7
8366	occipital	4.4	4.1	5.4
8367	occult	3.5	4.6	4.6
8368	occupant	5.2	3.2	5.2
8369	occupation	4.8	4.3	5.5
8370	occupational	6.2	4.3	5.8
8371	occupy	4.9	4.3	5.3
8372	occur	6.3	3.6	4.5
8373	occurrence	4.9	4.1	4.7
8374	ocean	7.4	3.5	5.9
8375	oceanic	7.4	4.3	5.6
8376	octopus	6.0	5.1	5.8
8377	ocular	4.9	4.0	5.4
8378	odd	4.6	4.3	5.4
8379	oddball	6.2	3.6	4.1
8380	odds	5.3	4.4	5.3
8381	ode	5.8	2.8	4.5
8382	odor	3.0	5.0	4.1
8383	odyssey	5.7	4.8	6.6
8384	oedipal	4.0	3.5	4.5
8385	offence	3.4	4.3	4.8
8386	offend	3.3	4.8	4.2
8387	offender	3.2	4.5	3.9
8388	offense	4.0	4.7	4.4
8389	offensive	3.8	5.0	5.2
8390	offer	5.7	3.5	5.4
8391	office	4.5	3.0	5.2
8392	officer	4.9	4.4	4.4
8393	official	5.8	4.0	5.4
8394	offset	4.8	4.0	4.8
8395	offshore	5.0	3.5	4.1
8396	offspring	5.9	4.6	6.4
8397	ogre	3.6	5.2	4.3
8398	oil	3.9	4.2	5.6
8399	oily	4.1	4.5	4.6
8400	oink	5.2	3.7	4.6
8401	ointment	4.8	2.9	5.0
8402	okra	5.6	3.3	6.2
8403	old	3.2	4.5	4.2
8404	olden	5.2	3.2	4.5
8405	oldie	5.4	3.8	5.6
8406	oldies	5.5	4.2	5.8
8407	olive	6.0	3.9	5.2
8408	omega	5.5	4.6	5.4
8409	omelet	6.2	3.9	6.4
8410	omen	3.8	4.5	3.6
8411	ominous	4.0	5.6	4.5
8412	omission	4.7	2.8	4.8
8413	onboard	5.1	4.0	6.8
8414	oncologist	3.4	3.7	4.5
8415	oncology	3.3	5.8	4.3
8416	oncoming	4.7	4.1	4.4
8417	one	6.1	2.7	5.6
8418	oneness	6.4	3.2	4.8
8419	ongoing	4.8	4.2	5.1
8420	onion	5.4	5.0	4.8
8421	onset	4.4	4.4	4.6
8422	onstage	5.5	4.5	4.9
8423	oodles	5.7	5.1	5.4
8424	oomph	5.5	4.3	5.1
8425	ooze	3.6	5.0	3.4
8426	op	5.2	3.2	5.3
8427	opal	6.0	3.1	5.3
8428	open	6.1	4.4	6.2
8429	opener	6.0	3.0	5.7
8430	opening	6.0	4.6	6.7
8431	openness	6.5	4.4	5.9
8432	opera	5.7	3.8	6.2
8433	operate	5.4	4.6	5.8
8434	operation	2.9	5.7	3.8
8435	operational	5.6	4.3	5.8
8436	operative	5.9	4.4	6.0
8437	operator	4.8	2.7	4.7
8438	opiate	5.4	5.1	5.1
8439	opinion	6.4	4.5	6.3
8440	opinionated	5.6	4.0	5.5
8441	opium	3.4	3.6	4.7
8442	opponent	4.4	5.5	5.8
8443	opportunity	7.1	5.5	7.1
8444	oppose	4.2	5.2	5.7
8445	opposing	3.8	4.2	4.3
8446	opposite	4.8	3.4	5.0
8447	opposition	3.2	4.5	4.0
8448	oppressed	3.1	5.0	3.8
8449	oppression	2.7	4.6	2.9
8450	oppressive	3.0	6.2	3.4
8451	oppressor	2.8	5.5	3.0
8452	ops	5.0	4.2	4.7
8453	opt	4.8	2.4	6.3
8454	optic	5.6	3.5	5.3
8455	optical	5.2	3.4	5.1
8456	optics	6.4	3.0	5.3
8457	optimism	7.2	5.0	6.9
8458	optimist	7.2	4.4	6.8
8459	optimistic	7.4	4.2	7.0
8460	optimum	7.4	5.2	5.6
8461	option	6.4	3.2	6.4
8462	optional	5.8	2.6	7.1
8463	oracle	6.2	3.6	4.1
8464	oral	5.0	4.3	4.6
8465	orange	6.8	4.0	5.6
8466	orange juice	6.6	4.0	5.9
8467	orangutan	5.7	4.9	4.0
8468	orb	5.0	4.3	5.5
8469	orbit	6.0	4.3	5.1
8470	orbital	5.5	4.2	5.5
8471	orchard	6.2	3.9	5.5
8472	orchestra	6.5	4.1	5.8
8473	orchid	7.0	4.1	5.6
8474	ordeal	3.8	5.1	4.6
8475	order	5.8	3.2	6.6
8476	orderly	6.4	5.0	6.4
8477	ordinance	4.8	4.0	4.7
8478	ordinary	5.0	2.9	5.9
8479	ordnance	4.5	2.8	5.1
8480	ore	5.8	2.8	4.9
8481	oregano	6.1	3.7	5.2
8482	organ	5.0	3.4	5.6
8483	organic	5.6	4.3	6.2
8484	organism	6.0	3.5	5.2
8485	organist	5.7	2.2	5.2
8486	organization	5.7	3.1	6.0
8487	organize	6.8	4.0	7.0
8488	organizer	6.4	3.2	7.0
8489	orgasm	8.0	7.2	5.8
8490	orgy	5.4	7.3	5.3
8491	oriental	6.3	3.2	5.4
8492	orientation	6.0	3.4	5.6
8493	orifice	4.5	3.2	4.4
8494	origami	6.0	2.9	6.2
8495	origin	5.2	3.7	5.3
8496	original	7.5	4.4	7.2
8497	originality	6.9	5.0	6.3
8498	ornament	6.6	3.3	5.4
8499	ornery	3.8	4.2	5.2
8500	orphan	2.9	3.2	3.5
8501	orphanage	3.0	3.1	4.0
8502	orphaned	2.6	4.6	2.9
8503	orthodontist	4.4	4.9	4.2
8504	orthodox	4.0	3.1	4.8
8505	orthopedic	4.3	3.8	4.6
8506	ostentatious	5.0	5.2	4.4
8507	ostrich	5.2	3.9	4.1
8508	other	5.4	3.5	6.0
8509	otter	7.0	4.4	5.2
8510	ought	5.0	3.0	4.4
8511	ounce	5.6	3.8	5.3
8512	outage	3.9	3.9	3.0
8513	outback	5.3	3.7	4.6
8514	outbid	4.9	5.2	5.2
8515	outboard	5.2	3.4	5.2
8516	outbreak	2.5	5.4	3.4
8517	outburst	4.2	6.3	4.2
8518	outcast	2.9	5.2	3.8
8519	outcome	5.6	3.7	6.4
8520	outdated	3.6	3.8	4.0
8521	outdo	5.0	5.4	6.9
8522	outdoor	7.3	3.6	5.2
8523	outdoors	6.9	3.9	6.2
8524	outer	5.2	3.3	5.2
8525	outfit	6.0	4.2	6.6
8526	outgoing	6.9	5.7	5.6
8527	outgrow	4.4	3.8	5.2
8528	outhouse	4.2	3.4	4.6
8529	outing	6.1	5.5	6.2
8530	outlaw	4.1	6.0	4.1
8531	outlet	5.4	3.5	6.3
8532	outline	5.1	2.6	5.8
8533	outlive	5.5	4.4	5.2
8534	outlook	6.2	3.4	6.1
8535	outnumber	3.9	4.4	4.6
8536	outpatient	4.1	3.4	5.6
8537	outpost	4.7	3.0	6.1
8538	output	4.8	3.7	6.2
8539	outrage	3.0	6.5	4.8
8540	outraged	3.2	5.6	4.5
8541	outrageous	4.2	5.4	4.6
8542	outrank	4.4	4.1	5.7
8543	outreach	4.9	4.0	5.7
8544	outrun	6.3	5.6	5.0
8545	outsider	4.3	3.5	5.2
8546	outskirts	5.0	3.8	4.9
8547	outsmart	5.8	5.3	7.4
8548	outspoken	6.2	5.4	6.1
8549	outstanding	7.1	4.0	6.9
8550	outstretched	5.2	4.1	4.8
8551	outweigh	4.2	4.0	5.3
8552	outwit	5.3	4.0	6.9
8553	oval	5.1	3.5	5.5
8554	ovary	5.2	3.7	5.1
8555	ovation	5.2	5.3	7.0
8556	oven	6.2	3.0	6.0
8557	overactive	5.2	5.1	4.3
8558	overall	5.2	3.0	4.8
8559	overbearing	3.6	5.1	4.3
8560	overcast	4.4	3.8	4.2
8561	overcoat	5.4	3.1	5.8
8562	overcome	6.8	5.8	6.3
8563	overcrowded	2.6	5.4	3.2
8564	overdo	3.6	4.6	4.9
8565	overdose	2.7	4.9	3.2
8566	overdrive	5.4	5.2	5.5
8567	overdue	3.4	4.6	4.4
8568	overestimate	5.3	3.5	4.4
8569	overflow	4.8	4.2	4.3
8570	overgrown	3.3	4.3	4.9
8571	overhaul	5.2	3.9	6.2
8572	overhear	3.9	4.3	5.2
8573	overheated	3.6	5.4	3.9
8574	overjoyed	7.2	5.6	6.8
8575	overkill	3.4	6.0	4.7
8576	overlap	4.0	2.8	5.6
8577	overlapping	4.9	3.5	4.9
8578	overlay	4.6	3.2	4.5
8579	overload	3.6	5.0	4.8
8580	overlook	4.3	3.8	5.1
8581	overlord	3.7	4.8	4.4
8582	overpass	4.8	4.0	5.3
8583	overpower	4.1	5.0	5.6
8584	overpriced	3.0	4.6	3.9
8585	overprotective	3.2	4.4	4.8
8586	overrated	3.6	5.4	4.8
8587	overreact	3.6	5.2	4.5
8588	override	4.3	3.4	6.0
8589	overriding	4.4	4.6	5.1
8590	overrun	3.1	4.6	3.4
8591	oversee	5.7	3.6	5.4
8592	overseer	4.7	5.3	5.1
8593	oversight	3.6	4.4	5.3
8594	oversized	4.4	3.6	4.4
8595	overtake	4.0	4.4	5.4
8596	overthrow	3.7	4.8	5.4
8597	overtime	4.8	5.7	5.5
8598	overture	5.3	4.3	5.8
8599	overview	4.8	3.2	5.4
8600	overweight	3.1	3.9	3.6
8601	overwhelm	3.3	4.4	4.2
8602	overwhelmed	2.8	4.9	2.7
8603	overwhelming	3.9	4.9	2.6
8604	overworked	1.9	4.4	4.4
8605	overwrought	3.5	4.6	4.1
8606	overzealous	5.2	5.9	5.2
8607	owe	3.6	4.7	3.2
8608	owl	6.3	3.6	5.0
8609	owner	6.4	4.7	6.6
8610	ownership	5.8	4.4	7.5
8611	ox	5.0	3.8	5.8
8612	oxide	5.5	2.9	4.4
8613	oxygen	7.2	4.9	5.7
8614	oyster	4.8	3.1	5.2
8615	ozone	5.0	4.2	5.2
8616	pace	5.0	3.0	6.1
8617	pacemaker	4.9	4.4	5.1
8618	pacifier	5.5	3.2	5.1
8619	pacifist	4.8	3.2	5.5
8620	pacify	5.7	2.6	5.3
8621	pack	5.6	4.1	6.0
8622	package	5.2	4.7	5.2
8623	packaging	5.2	3.3	5.4
8624	packer	4.9	4.2	4.9
8625	packet	5.2	3.6	5.6
8626	pact	5.0	3.7	6.0
8627	pad	5.1	4.0	5.4
8628	padded	5.1	2.9	5.6
8629	padding	5.2	2.8	4.9
8630	paddle	5.4	4.2	5.4
8631	paddle boat	5.8	3.0	6.4
8632	padlock	4.8	3.3	5.2
8633	padre	5.8	3.6	5.0
8634	pagan	5.0	5.2	4.8
8635	page	6.1	3.4	6.4
8636	pageant	5.0	4.4	4.9
8637	pager	3.8	3.7	5.2
8638	paging	4.7	4.6	6.2
8639	pagoda	5.6	4.5	5.5
8640	pail	4.5	2.2	5.1
8641	pain	2.0	6.3	3.5
8642	painful	2.6	5.5	3.8
8643	painkiller	5.4	3.4	4.7
8644	painless	7.4	4.1	5.7
8645	paint	5.7	4.5	6.6
8646	paintball	5.2	5.2	4.5
8647	paintbrush	6.2	3.3	5.7
8648	painter	6.6	3.3	5.7
8649	painting	6.9	3.2	7.3
8650	pair	6.0	3.4	6.7
8651	paisley	5.6	3.8	5.3
8652	pajama	6.9	4.4	6.5
8653	pal	6.7	3.2	5.1
8654	palace	6.1	4.7	5.4
8655	palate	5.9	2.8	4.8
8656	pale	4.1	3.2	4.2
8657	paleontology	5.8	3.9	5.6
8658	palette	5.1	3.3	5.8
8659	pallet	4.7	4.0	6.0
8660	palm	6.0	2.7	5.8
8661	palomino	5.6	4.3	4.4
8662	palpable	4.8	4.6	5.4
8663	pamper	7.1	4.4	6.2
8664	pamphlet	4.4	2.7	5.1
8665	pan	5.2	3.0	6.0
8666	pancake	7.7	4.0	5.5
8667	pancakes	7.4	3.3	6.9
8668	pancreas	4.1	2.7	5.0
8669	panda	7.6	4.0	5.1
8670	pandemonium	4.4	6.2	3.8
8671	pane	5.0	3.6	4.8
8672	panel	4.8	2.9	5.0
8673	pang	4.9	4.5	3.9
8674	panhandle	4.0	3.3	4.1
8675	panic	2.6	6.4	2.6
8676	panicky	3.8	7.0	4.1
8677	pansy	4.1	4.0	4.0
8678	pant	5.3	3.9	4.6
8679	pantheon	5.9	4.8	5.0
8680	panther	6.1	5.4	4.4
8681	panties	6.4	5.6	5.0
8682	pantry	5.4	4.0	6.1
8683	pants	5.6	3.8	6.3
8684	panty	5.9	5.0	5.4
8685	pantyhose	5.5	4.1	5.4
8686	pap	4.7	3.5	4.1
8687	papa	7.0	4.4	6.4
8688	papaya	6.4	4.4	5.6
8689	paper	5.4	3.5	5.6
8690	paperback	6.5	4.8	5.5
8691	paperboy	5.4	3.2	5.3
8692	paperweight	5.0	3.4	5.6
8693	paperwork	4.2	4.1	5.2
8694	paprika	6.4	4.1	5.7
8695	par	4.8	2.9	5.7
8696	parachute	5.2	4.9	4.1
8697	parade	6.4	4.8	5.8
8698	paradigm	5.6	4.7	5.0
8699	paradise	7.0	4.8	7.9
8700	paradox	5.4	5.0	4.3
8701	paraffin	5.1	3.1	5.3
8702	paragraph	5.4	3.3	5.1
8703	parakeet	6.6	4.5	4.6
8704	paralegal	4.5	3.3	5.5
8705	parallel	5.3	2.9	5.6
8706	paralysis	2.9	5.1	2.9
8707	paralyze	2.5	4.5	3.0
8708	paramedic	5.2	4.9	4.5
8709	paramedics	5.0	4.7	3.8
8710	paramilitary	3.8	4.0	4.8
8711	paranoia	2.6	5.6	4.6
8712	paranoid	2.9	5.1	3.8
8713	paranormal	4.0	4.4	4.2
8714	paraphernalia	5.1	5.2	4.6
8715	paraplegic	2.8	3.8	2.6
8716	parasite	1.9	5.6	3.1
8717	parasitic	2.0	4.8	2.7
8718	parasol	5.6	3.5	4.9
8719	parcel	5.4	4.2	5.8
8720	parched	3.3	4.9	4.4
8721	parchment	5.5	2.9	5.2
8722	pardon	5.5	2.8	5.0
8723	parent	6.7	4.1	5.0
8724	parental	6.2	2.7	5.9
8725	parenthood	6.0	6.0	5.4
8726	parenting	7.2	4.9	6.3
8727	pariah	3.7	3.6	4.6
8728	parish	4.0	3.4	5.6
8729	park	7.0	2.7	5.6
8730	parka	5.8	2.7	5.9
8731	parking	4.6	3.8	6.5
8732	parkinsons	2.1	4.8	3.3
8733	parlay	5.2	3.3	5.4
8734	parliament	4.9	2.8	4.1
8735	parlor	5.8	2.7	5.3
8736	parmesan	7.0	4.2	5.6
8737	parody	5.8	4.8	5.5
8738	parole	3.2	4.9	4.4
8739	parrot	6.8	4.6	4.2
8740	parsley	6.3	2.8	4.3
8741	part	4.8	3.4	5.2
8742	partake	5.8	4.3	6.8
8743	partial	5.3	3.8	5.6
8744	participant	5.3	3.3	6.4
8745	participate	5.5	4.4	6.4
8746	participation	6.2	3.6	6.3
8747	particle	5.2	4.7	4.6
8748	particular	5.0	3.9	7.5
8749	parting	4.0	4.8	4.9
8750	partition	4.0	3.1	5.4
8751	partner	7.1	3.7	6.0
8752	partnership	6.5	3.7	6.3
8753	partridge	6.0	3.2	4.6
8754	party	7.2	6.1	5.9
8755	pass	5.7	4.4	4.8
8756	passage	5.9	3.4	5.7
8757	passageway	5.6	4.4	5.4
8758	passenger	4.6	3.8	4.0
8759	passion	7.5	6.1	6.2
8760	passionate	7.2	6.3	6.6
8761	passive	4.8	3.6	5.6
8762	passkey	5.4	3.4	5.5
8763	passport	6.0	4.4	5.3
8764	password	5.5	3.7	6.4
8765	past	5.1	4.7	5.2
8766	pasta	7.1	4.0	6.0
8767	paste	5.0	2.6	5.8
8768	pastime	5.9	2.8	5.5
8769	pastor	5.4	3.9	5.4
8770	pastrami	6.4	3.7	5.7
8771	pastry	6.9	5.0	5.6
8772	pasture	6.2	3.1	5.8
8773	pasty	3.9	3.4	4.5
8774	patch	5.1	2.8	4.4
8775	patent	5.3	3.6	5.8
8776	patented	5.0	3.6	5.1
8777	paternal	5.9	3.3	5.6
8778	paternity	5.8	4.0	5.3
8779	path	5.7	3.7	4.6
8780	pathetic	3.1	3.6	3.2
8781	pathological	2.7	3.5	4.0
8782	pathologist	4.2	3.7	4.6
8783	pathology	3.9	4.2	4.8
8784	pathway	6.0	2.8	6.2
8785	patience	6.6	3.2	7.2
8786	patient	6.7	2.8	4.8
8787	patio	6.6	2.6	5.6
8788	patriot	5.8	4.9	6.1
8789	patriotic	6.6	4.6	6.7
8790	patriotism	6.6	3.9	6.2
8791	patrol	4.0	4.3	5.3
8792	patrolman	4.6	4.6	4.0
8793	patron	5.7	2.9	6.1
8794	patronize	3.5	3.2	5.7
8795	patronizing	3.1	5.7	4.7
8796	patter	5.8	3.5	5.2
8797	pattern	5.5	3.1	5.4
8798	pauper	4.0	3.3	3.8
8799	pause	5.5	2.6	6.4
8800	pave	5.6	2.7	5.0
8801	pavement	5.5	2.6	4.6
8802	pavilion	6.1	3.0	5.2
8803	paw	5.4	4.1	5.6
8804	pawn	3.9	4.3	5.2
8805	pawnshop	4.6	4.2	4.5
8806	pay	6.2	4.2	6.3
8807	payable	6.8	4.0	6.2
8808	payback	5.1	5.8	5.9
8809	paycheck	7.5	6.8	6.6
8810	payday	8.0	6.8	5.5
8811	payload	5.4	5.4	5.6
8812	payment	5.2	4.4	5.2
8813	payoff	6.5	6.2	5.4
8814	payout	6.6	5.8	6.0
8815	payphone	5.1	2.6	6.0
8816	payroll	6.2	3.8	5.1
8817	pea	6.0	2.4	5.0
8818	peace	7.8	4.6	7.2
8819	peaceful	8.0	4.4	6.8
8820	peacekeeper	6.8	4.0	6.3
8821	peacetime	6.7	2.6	6.2
8822	peach	6.8	4.7	5.7
8823	peachy	6.5	4.7	5.9
8824	peak	6.1	3.9	6.5
8825	peanut	6.4	3.5	5.7
8826	peanuts	5.6	3.9	5.4
8827	pear	6.7	3.8	5.7
8828	pearl	6.0	3.5	5.9
8829	pearly	6.4	3.4	5.0
8830	peas	6.1	3.0	5.7
8831	peasant	4.6	4.0	4.9
8832	pebble	5.7	2.8	4.7
8833	pecan	6.6	3.5	5.0
8834	pecker	4.8	4.5	4.8
8835	peculiar	4.7	4.0	5.7
8836	pedal	5.2	3.9	6.1
8837	peddle	4.9	3.5	5.2
8838	peddler	3.8	4.8	4.0
8839	pedestal	5.8	3.2	5.3
8840	pedestrian	5.2	3.7	5.6
8841	pediatric	5.8	3.8	5.4
8842	pediatrician	7.0	4.3	5.3
8843	pediatrics	5.3	2.4	4.7
8844	pedicure	6.1	3.8	6.0
8845	pedigree	6.3	4.1	5.6
8846	pedophile	1.3	5.0	3.4
8847	pee	4.5	3.3	5.9
8848	peek	5.4	4.3	5.6
8849	peekaboo	6.3	3.8	5.2
8850	peel	4.7	3.7	5.6
8851	peep	4.4	4.3	5.0
8852	peeper	2.9	5.4	4.4
8853	peephole	4.3	5.4	4.8
8854	peer	5.6	4.0	6.0
8855	peeved	3.6	5.5	5.2
8856	pelican	6.2	3.6	5.0
8857	pellet	4.6	3.8	5.7
8858	pelvic	5.4	3.7	4.4
8859	pelvis	5.3	4.2	5.2
8860	pen	5.6	2.8	6.2
8861	penal	3.6	3.4	3.4
8862	penalty	2.8	3.9	3.7
8863	penance	4.8	3.9	4.9
8864	penchant	5.5	4.7	5.1
8865	pencil	5.6	3.1	6.0
8866	pendant	5.8	4.0	5.7
8867	pending	3.8	4.6	5.4
8868	pendulum	5.2	2.8	4.1
8869	penetrate	5.7	6.1	5.4
8870	penetration	5.8	7.2	5.4
8871	penguin	6.6	4.0	4.9
8872	penicillin	5.7	3.4	4.6
8873	penile	4.2	4.9	4.8
8874	peninsula	6.0	3.6	4.5
8875	penis	5.3	5.9	6.2
8876	penitent	4.8	3.8	4.4
8877	penitentiary	2.0	6.4	3.4
8878	penmanship	5.6	3.0	6.7
8879	pennant	5.4	3.2	5.8
8880	penniless	2.6	5.8	5.6
8881	penny	6.3	5.6	5.4
8882	pension	6.2	2.9	4.8
8883	pentagram	4.4	3.9	4.2
8884	penthouse	6.4	5.7	5.8
8885	people	5.7	3.8	5.4
8886	pep	6.2	4.8	5.9
8887	pepper	5.6	4.3	5.8
8888	peppermint	6.8	4.5	6.0
8889	pepperoni	6.3	3.8	5.5
8890	peppy	6.2	5.1	5.8
8891	Pepsi	6.3	4.6	5.3
8892	peptide	4.7	3.0	4.7
8893	perceive	5.8	4.4	6.0
8894	percent	5.7	3.2	5.5
8895	percentage	4.8	3.0	6.2
8896	percentile	4.6	4.5	5.2
8897	perception	6.0	3.6	6.2
8898	perceptive	6.0	4.4	7.0
8899	perch	5.4	3.4	5.3
8900	percussion	6.5	3.4	5.6
8901	perfect	7.2	4.7	6.5
8902	perfection	6.6	5.6	6.4
8903	perfectionist	5.9	5.4	6.8
8904	perfecto	7.3	4.0	5.7
8905	perform	6.5	5.2	5.8
8906	performance	6.2	5.6	7.0
8907	performer	5.8	4.4	6.8
8908	perfume	6.6	4.3	5.7
8909	perfumed	6.4	4.8	6.2
8910	peril	3.2	6.0	3.1
8911	perilous	4.6	4.2	3.5
8912	perimeter	5.4	3.7	5.8
8913	period	3.3	4.2	6.0
8914	periodic	4.8	3.6	4.6
8915	peripheral	5.0	3.9	5.5
8916	periscope	5.2	3.6	5.3
8917	perish	2.2	5.2	3.4
8918	perjury	3.0	4.7	4.4
8919	perk	7.3	5.8	5.9
8920	perky	6.0	6.6	5.8
8921	perm	5.0	3.2	5.1
8922	permanent	5.1	3.8	4.3
8923	permissible	5.3	3.3	6.1
8924	permission	5.1	4.0	5.8
8925	permit	5.3	3.8	4.7
8926	peroxide	5.1	3.6	5.2
8927	perpetrator	3.5	5.8	3.5
8928	perpetual	5.8	3.6	5.4
8929	persecute	3.1	5.1	4.1
8930	persecution	3.2	6.6	3.1
8931	perseverance	6.3	3.4	6.9
8932	persist	4.7	3.6	6.4
8933	persistence	6.2	6.0	6.0
8934	persistent	5.7	5.6	6.2
8935	person	6.1	3.7	6.0
8936	persona	5.4	3.9	6.2
8937	personal	6.1	3.6	4.7
8938	personality	6.1	4.5	6.7
8939	personnel	5.4	3.7	5.4
8940	perspective	6.2	3.6	6.4
8941	perspiration	4.0	3.5	4.6
8942	persuade	5.7	3.6	6.0
8943	persuasion	5.7	5.2	5.7
8944	persuasive	5.8	4.9	5.4
8945	pert	5.0	5.4	5.1
8946	pertinent	5.2	4.8	5.5
8947	perverse	3.5	4.9	4.9
8948	perversion	3.6	5.5	3.8
8949	pervert	2.4	5.2	2.8
8950	perverted	3.3	6.9	4.0
8951	pesky	4.2	4.3	4.7
8952	pessimist	3.8	4.2	4.3
8953	pessimistic	3.9	4.5	4.0
8954	pest	2.7	5.1	4.4
8955	pester	3.3	5.2	4.0
8956	pestilence	3.0	4.2	4.3
8957	pestle	4.7	3.0	5.1
8958	pesto	5.9	5.6	5.6
8959	pet	7.0	3.8	5.6
8960	petal	6.7	3.6	5.4
8961	petite	5.9	4.8	5.4
8962	petition	4.8	3.1	5.5
8963	petitioner	5.6	3.8	6.2
8964	petrified	3.4	5.2	3.6
8965	petrol	4.5	4.0	4.6
8966	petroleum	4.0	3.8	5.4
8967	petticoat	5.6	3.9	5.5
8968	petty	4.4	4.4	4.7
8969	petunia	6.2	4.2	5.6
8970	pew	5.4	2.4	5.4
8971	peyote	4.8	4.6	4.3
8972	phantom	4.3	5.2	4.5
8973	pharaoh	5.4	4.6	5.5
8974	pharmaceutical	4.7	3.4	5.0
8975	pharmacist	6.3	4.5	6.0
8976	pharmacy	5.0	3.7	6.0
8977	phase	5.3	4.0	4.9
8978	pheasant	5.0	4.0	5.7
8979	phenomenal	7.1	5.4	6.0
8980	phenomenon	6.8	5.0	5.0
8981	pheromone	5.5	5.0	4.3
